"DiagnosisCode","Year","Diagnoses","Treat.and.Release","Patient.Admitted","CCSR for ICD-10-CM Body System"
"DIG","2020","DIG011: Regional enteritis and ulcerative colitis",1494,1212,"Diseases of the digestive system"
"DIG","2020","DIG012: Intestinal obstruction and ileus",2467,5464,"Diseases of the digestive system"
"DIG","2020","DIG013: Diverticulosis and diverticulitis",7500,3404,"Diseases of the digestive system"
"DIG","2020","DIG014: Hemorrhoids",2046,271,"Diseases of the digestive system"
"DIG","2020","DIG015: Anal and rectal conditions",1359,187,"Diseases of the digestive system"
"DIG","2020","DIG016: Peritonitis and intra-abdominal abscess",1177,924,"Diseases of the digestive system"
"DIG","2020","DIG017: Biliary tract disease",11024,4830,"Diseases of the digestive system"
"DIG","2020","DIG018: Hepatic failure",492,1659,"Diseases of the digestive system"
"DIG","2020","DIG019: Oth liver disease",2528,2420,"Diseases of the digestive system"
"DIG","2020","DIG020: Pancreatic disorders (excluding diabetes)",3327,5181,"Diseases of the digestive system"
"DIG","2020","DIG021: Gastrointestinal hemorrhage",7700,4605,"Diseases of the digestive system"
"DIG","2020","DIG022: Noninfectious gastroenteritis",12403,1822,"Diseases of the digestive system"
"DIG","2020","DIG023: Noninfectious hepatitis",70,120,"Diseases of the digestive system"
"DIG","2020","DIG024: Postproc digestive system complication",2613,1234,"Diseases of the digestive system"
"DIG","2020","DIG025: Oth gastrointestinal disorders",16003,1633,"Diseases of the digestive system"
"DIG","2016","DIG015: Anal and rectal conditions",2009,219,"Diseases of the digestive system"
"DIG","2016","DIG016: Peritonitis and intra-abdominal abscess",1289,971,"Diseases of the digestive system"
"DIG","2016","DIG017: Biliary tract disease",13408,6018,"Diseases of the digestive system"
"DIG","2016","DIG018: Hepatic failure",543,1850,"Diseases of the digestive system"
"DIG","2016","DIG019: Oth liver disease",2154,2064,"Diseases of the digestive system"
"DIG","2016","DIG020: Pancreatic disorders (excluding diabetes)",3689,5634,"Diseases of the digestive system"
"DIG","2016","DIG021: Gastrointestinal hemorrhage",9803,5436,"Diseases of the digestive system"
"DIG","2016","DIG022: Noninfectious gastroenteritis",23365,2345,"Diseases of the digestive system"
"DIG","2016","DIG023: Noninfectious hepatitis",59,125,"Diseases of the digestive system"
"DIG","2016","DIG024: Postproc digestive system complication",2673,1589,"Diseases of the digestive system"
"DIG","2016","DIG025: Oth gastrointestinal disorders",24957,1883,"Diseases of the digestive system"
"DIG","2019","DIG013: Diverticulosis and diverticulitis",9686,4029,"Diseases of the digestive system"
"DIG","2019","DIG014: Hemorrhoids",2693,312,"Diseases of the digestive system"
"DIG","2019","DIG015: Anal and rectal conditions",1860,227,"Diseases of the digestive system"
"DIG","2019","DIG016: Peritonitis and intra-abdominal abscess",1349,1083,"Diseases of the digestive system"
"DIG","2019","DIG017: Biliary tract disease",13487,5763,"Diseases of the digestive system"
"DIG","2017","DIG013: Diverticulosis and diverticulitis",8040,3650,"Diseases of the digestive system"
"DIG","2017","DIG014: Hemorrhoids",2645,288,"Diseases of the digestive system"
"DIG","2017","DIG015: Anal and rectal conditions",1750,207,"Diseases of the digestive system"
"DIG","2017","DIG016: Peritonitis and intra-abdominal abscess",1188,927,"Diseases of the digestive system"
"DIG","2017","DIG017: Biliary tract disease",12256,5630,"Diseases of the digestive system"
"DIG","2017","DIG018: Hepatic failure",553,1906,"Diseases of the digestive system"
"DIG","2017","DIG019: Oth liver disease",2114,1977,"Diseases of the digestive system"
"DIG","2017","DIG020: Pancreatic disorders (excluding diabetes)",3431,5131,"Diseases of the digestive system"
"DIG","2017","DIG021: Gastrointestinal hemorrhage",8952,5023,"Diseases of the digestive system"
"DIG","2017","DIG022: Noninfectious gastroenteritis",20450,2041,"Diseases of the digestive system"
"DIG","2017","DIG023: Noninfectious hepatitis",59,110,"Diseases of the digestive system"
"DIG","2017","DIG024: Postproc digestive system complication",2685,1349,"Diseases of the digestive system"
"DIG","2017","DIG025: Oth gastrointestinal disorders",23369,1658,"Diseases of the digestive system"
"DIG","2018","DIG021: Gastrointestinal hemorrhage",9335,5230,"Diseases of the digestive system"
"DIG","2018","DIG022: Noninfectious gastroenteritis",20315,2171,"Diseases of the digestive system"
"DIG","2018","DIG023: Noninfectious hepatitis",75,95,"Diseases of the digestive system"
"DIG","2018","DIG024: Postproc digestive system complication",2804,1419,"Diseases of the digestive system"
"DIG","2018","DIG025: Oth gastrointestinal disorders",23280,1768,"Diseases of the digestive system"
"DIG","2018","DIG013: Diverticulosis and diverticulitis",9192,4018,"Diseases of the digestive system"
"DIG","2018","DIG014: Hemorrhoids",2799,324,"Diseases of the digestive system"
"DIG","2018","DIG015: Anal and rectal conditions",1762,220,"Diseases of the digestive system"
"DIG","2018","DIG016: Peritonitis and intra-abdominal abscess",1237,1051,"Diseases of the digestive system"
"DIG","2018","DIG017: Biliary tract disease",13638,5931,"Diseases of the digestive system"
"DIG","2016","DIG013: Diverticulosis and diverticulitis",8249,3995,"Diseases of the digestive system"
"DIG","2016","DIG014: Hemorrhoids",3242,289,"Diseases of the digestive system"
"DIG","2018","DIG020: Pancreatic disorders (excluding diabetes)",3435,5412,"Diseases of the digestive system"
"DIG","2018","DIG019: Oth liver disease",2457,2310,"Diseases of the digestive system"
"DIG","2019","DIG021: Gastrointestinal hemorrhage",9541,5143,"Diseases of the digestive system"
"DIG","2019","DIG018: Hepatic failure",663,2007,"Diseases of the digestive system"
"DIG","2019","DIG019: Oth liver disease",2743,2323,"Diseases of the digestive system"
"DIG","2019","DIG020: Pancreatic disorders (excluding diabetes)",3505,5408,"Diseases of the digestive system"
"DIG","2019","DIG025: Oth gastrointestinal disorders",22925,1781,"Diseases of the digestive system"
"DIG","2019","DIG022: Noninfectious gastroenteritis",20357,2241,"Diseases of the digestive system"
"DIG","2019","DIG023: Noninfectious hepatitis",97,132,"Diseases of the digestive system"
"DIG","2019","DIG024: Postproc digestive system complication",2939,1403,"Diseases of the digestive system"
"DIG","2018","DIG018: Hepatic failure",609,2005,"Diseases of the digestive system"
"EAR","2017","EAR002: Diseases of middle ear and mastoid",1133,88,"Diseases of the ear and mastoid process"
"EAR","2016","EAR002: Diseases of middle ear and mastoid",1322,85,"Diseases of the ear and mastoid process"
"EAR","2016","EAR003: Diseases of inner ear and related conditions",4698,232,"Diseases of the ear and mastoid process"
"EAR","2017","EAR001: Otitis media",25285,57,"Diseases of the ear and mastoid process"
"EAR","2016","EAR006: Oth disorders of the ear",11134,91,"Diseases of the ear and mastoid process"
"EAR","2017","EAR003: Diseases of inner ear and related conditions",4220,238,"Diseases of the ear and mastoid process"
"EAR","2017","EAR004: Hearing loss",175,NA,"Diseases of the ear and mastoid process"
"EAR","2017","EAR005: Postproc ear/mastoid process complication",26,NA,"Diseases of the ear and mastoid process"
"EAR","2018","EAR001: Otitis media",24192,56,"Diseases of the ear and mastoid process"
"EAR","2018","EAR002: Diseases of middle ear and mastoid",1114,80,"Diseases of the ear and mastoid process"
"EAR","2018","EAR003: Diseases of inner ear and related conditions",4374,226,"Diseases of the ear and mastoid process"
"EAR","2018","EAR004: Hearing loss",181,NA,"Diseases of the ear and mastoid process"
"EAR","2016","EAR001: Otitis media",29253,49,"Diseases of the ear and mastoid process"
"EAR","2019","EAR001: Otitis media",24899,56,"Diseases of the ear and mastoid process"
"EAR","2019","EAR002: Diseases of middle ear and mastoid",1185,82,"Diseases of the ear and mastoid process"
"EAR","2016","EAR004: Hearing loss",173,NA,"Diseases of the ear and mastoid process"
"EAR","2016","EAR005: Postproc ear/mastoid process complication",35,NA,"Diseases of the ear and mastoid process"
"EAR","2019","EAR005: Postproc ear/mastoid process complication",17,NA,"Diseases of the ear and mastoid process"
"EAR","2019","EAR006: Oth disorders of the ear",9918,95,"Diseases of the ear and mastoid process"
"EAR","2020","EAR003: Diseases of inner ear and related conditions",3044,171,"Diseases of the ear and mastoid process"
"EAR","2020","EAR004: Hearing loss",103,NA,"Diseases of the ear and mastoid process"
"EAR","2020","EAR005: Postproc ear/mastoid process complication",22,NA,"Diseases of the ear and mastoid process"
"EAR","2017","EAR006: Oth disorders of the ear",9611,91,"Diseases of the ear and mastoid process"
"EAR","2018","EAR006: Oth disorders of the ear",9931,96,"Diseases of the ear and mastoid process"
"EAR","2019","EAR003: Diseases of inner ear and related conditions",4235,233,"Diseases of the ear and mastoid process"
"EAR","2019","EAR004: Hearing loss",183,NA,"Diseases of the ear and mastoid process"
"EAR","2018","EAR005: Postproc ear/mastoid process complication",30,NA,"Diseases of the ear and mastoid process"
"EAR","2020","EAR002: Diseases of middle ear and mastoid",690,54,"Diseases of the ear and mastoid process"
"EAR","2020","EAR001: Otitis media",11359,33,"Diseases of the ear and mastoid process"
"EAR","2020","EAR006: Oth disorders of the ear",6420,67,"Diseases of the ear and mastoid process"
"END","2017","END002: Diabetes mellitus without complication",1000,15,"Endocrine, nutritional and metabolic diseases"
"END","2017","END003: Diabetes mellitus with complication",15635,9590,"Endocrine, nutritional and metabolic diseases"
"END","2019","END001: Thyroid disorders",1160,264,"Endocrine, nutritional and metabolic diseases"
"END","2019","END002: Diabetes mellitus without complication",1093,NA,"Endocrine, nutritional and metabolic diseases"
"END","2019","END003: Diabetes mellitus with complication",17739,11398,"Endocrine, nutritional and metabolic diseases"
"END","2017","END001: Thyroid disorders",904,231,"Endocrine, nutritional and metabolic diseases"
"END","2020","END001: Thyroid disorders",828,228,"Endocrine, nutritional and metabolic diseases"
"END","2020","END002: Diabetes mellitus without complication",707,NA,"Endocrine, nutritional and metabolic diseases"
"END","2020","END003: Diabetes mellitus with complication",14170,10556,"Endocrine, nutritional and metabolic diseases"
"END","2017","END007: Nutritional deficiencies",35,46,"Endocrine, nutritional and metabolic diseases"
"END","2017","END008: Malnutrition",62,77,"Endocrine, nutritional and metabolic diseases"
"END","2020","END010: Disorders of lipid metabolism",155,35,"Endocrine, nutritional and metabolic diseases"
"END","2020","END011: Fluid and electrolyte disorders",16806,6225,"Endocrine, nutritional and metabolic diseases"
"END","2020","END012: Cystic fibrosis",22,74,"Endocrine, nutritional and metabolic diseases"
"END","2020","END013: Pituitary disorders",54,973,"Endocrine, nutritional and metabolic diseases"
"END","2020","END015: Oth endocrine disorders",690,329,"Endocrine, nutritional and metabolic diseases"
"END","2020","END016: Oth nutritional and metabolic disorders",1124,544,"Endocrine, nutritional and metabolic diseases"
"END","2016","END003: Diabetes mellitus with complication",14759,9217,"Endocrine, nutritional and metabolic diseases"
"END","2016","END007: Nutritional deficiencies",31,38,"Endocrine, nutritional and metabolic diseases"
"END","2016","END008: Malnutrition",46,66,"Endocrine, nutritional and metabolic diseases"
"END","2016","END009: Obesity",91,46,"Endocrine, nutritional and metabolic diseases"
"END","2016","END010: Disorders of lipid metabolism",166,23,"Endocrine, nutritional and metabolic diseases"
"END","2016","END011: Fluid and electrolyte disorders",21450,5430,"Endocrine, nutritional and metabolic diseases"
"END","2016","END012: Cystic fibrosis",54,124,"Endocrine, nutritional and metabolic diseases"
"END","2016","END013: Pituitary disorders",53,641,"Endocrine, nutritional and metabolic diseases"
"END","2016","END014: Postproc endocrine or metabolic complication",58,39,"Endocrine, nutritional and metabolic diseases"
"END","2016","END015: Oth endocrine disorders",942,356,"Endocrine, nutritional and metabolic diseases"
"END","2016","END016: Oth nutritional and metabolic disorders",1105,588,"Endocrine, nutritional and metabolic diseases"
"END","2017","END012: Cystic fibrosis",48,156,"Endocrine, nutritional and metabolic diseases"
"END","2017","END013: Pituitary disorders",51,675,"Endocrine, nutritional and metabolic diseases"
"END","2017","END014: Postproc endocrine or metabolic complication",56,29,"Endocrine, nutritional and metabolic diseases"
"END","2017","END015: Oth endocrine disorders",784,361,"Endocrine, nutritional and metabolic diseases"
